Title,AvailableGlobally,ReleaseDate,HoursViewed,NumberofRatings,Rating,Genre,KeyWords,Description
The Occupant // Hogar,YES,2020-03-25,1700000,19394.0,6.0,"['DRAMA', 'THRILLER']","INTRUDER,EXECUTIVE,LOSING A JOB,BERSERK,JEALOUSY","JAVIER MUÑOZ, ONCE A SUCCESSFUL EXECUTIVE, MAKES THE FATEFUL DECISION TO LEAVE HIS HOME, WHICH HE AND HIS FAMILY CAN NO LONGER AFFORD."
The Perfection,YES,2019-05-24,1700000,48560.0,6.0,"['DRAMA', 'HORROR', 'MUSIC']","REVENGE,VENGEANCE,LESBIAN,MUSICIAN,FEMALE MUSICAL PRODIGY","WHEN TROUBLED MUSICAL PRODIGY CHARLOTTE SEEKS OUT ELIZABETH, THE NEW STAR PUPIL OF HER FORMER SCHOOL, THE ENCOUNTER SENDS BOTH MUSICIANS DOWN A SINISTER PATH WITH SHOCKING CONSEQUENCES."
The Spooky Tale of Captain Underpants Hack-a-ween,YES,2019-10-08,1700000,274.0,6.0,"['ANIMATION', 'SHORT', 'ACTION']","TV SPECIAL,HALLOWEEN,REENACTMENT,HALLOWEEN COSTUME,TRICK OR TREATING","WHEN MELVIN TRIES TO CANCEL HALLOWEEN, CLEVER BEST FRIENDS HAROLD AND GEORGE CREATE THEIR OWN SPOOKY HOLIDAY -- AND IT&APOS;S A HUGE SUCCESS."
Transformers: War for Cybertron: Earthrise: Earthrise,YES,2020-12-30,1700000,888.0,8.0,"['ACTION', 'ADVENTURE', 'SCI-FI']","SINGLE PLAYER,PLAYSTATION 3,XBOX 360,TRANSFORMERS,BASED ON TV SERIES",THE HEROIC AUTOBOTS AND TYRANNICAL DECEPTICONS WAGE WAR FOR CONTROL OF THE PLANET CYBERTRON.
True: Winter Wishes,YES,2019-11-26,1700000,840.0,6.0,['DRAMA'],"MANHATTAN NEW YORK CITY,SPOKEN INNER THOUGHTS,VOICE OVER CONVERSATION,FUR COAT,MEMORY","RITA, A MIDDLE AGED NEW YORK CITY HOMEMAKER, FINDS HERSELF IN AN EMOTIONAL CRISIS WHICH FORCES HER TO RE-EXAMINE HER LIFE, AS WELL AS HER RELATIONSHIPS WITH HER MOTHER, HER EYE DOCTOR HUSBAND, HER ALIENATED DAUGHTER AND ESTRANGED ..."
YooHoo to the Rescue: Season 1,YES,2019-03-15,1700000,211.0,7.0,"['FAMILY', 'COMEDY', 'ACTION']","CRUELLA DE VIL CHARACTER,SEGA DREAMCAST,BASED ON FILM,PLAYSTATION,PICCADILLY CIRCUS","ODDBALL AND DOMINO ARE TWO YOUNG DALMATIAN PUPPIES THAT MUST GO OUT ON A QUEST TO SAVE THEIR BROTHERS AND SISTERS FROM THE EVIL CRUELLA DE VIL AND HER EVIL ARMY OF POORLY-MADE, PET-NAPPING TOYS."
Angry Birds: Summer Madness: Season 2,YES,2022-06-24,1600000,950.0,6.0,"['ANIMATION', 'SHORT', 'ACTION']","BASED ON MOBILE GAME,ANGRY BIRDS,BIRD,PIG,2D ANIMATION","SPARKS AND FEATHERS FLY WHEN A TEENAGE RED, CHUCK, BOMB AND STELLA SPEND A WILD SUMMER TOGETHER WITH OTHER ANGRY BIRDS AT CAMP SPLINTERWOOD."
Beirut,NO,2018-06-15,1600000,24226.0,7.0,"['DRAMA', 'THRILLER']","BEIRUT,MIDDLE EAST,TERRORIST,TERRORISM,LOCATION IN TITLE","CAUGHT IN THE CROSSFIRES OF CIVIL WAR, CIA OPERATIVES MUST SEND A FORMER U.S. DIPLOMAT TO NEGOTIATE FOR THE LIFE OF A FRIEND HE LEFT BEHIND."
Child of Kamiari Month // 神在月のこども,YES,2022-02-08,1600000,1188.0,6.0,"['ANIMATION', 'ADVENTURE', 'DRAMA']","DEMON,ANIME ANIMATION,MYTHOLOGY,ANIME","A YEAR AFTER LOSING HER MOTHER, A LITTLE GIRL LEARNS THAT SHE MUST JOURNEY ACROSS JAPAN TO THE ANNUAL GATHERING OF GODS IN THE SACRED LAND OF IZUMO."
Clinical,YES,2017-01-13,1600000,8951.0,5.0,"['HORROR', 'THRILLER']","PSYCHIATRIST PATIENT RELATIONSHIP,PSYCHOLOGICAL,CHRISTMAS,CHRISTMAS HORROR,BLOOD","A PSYCHIATRIST TRIES TO PUT HER LIFE BACK TOGETHER AFTER A VIOLENT ATTACK BY SEEKING TO REPAIR THE LIFE OF A NEW PATIENT, BUT HE HAS HIS OWN TERRIFYING HISTORY."
History 101: Season 1,YES,2020-05-22,1600000,21.0,6.0,['DOCUMENTARY'],"MUSIC DOCUMENTARY,HIP HOP,FREESTYLE RAP,BATTLE RAP,HIPHOP ARTIST","NARRATED BY CHUCK D, FREESTYLE 101: HIP-HOP HISTORY EXPLORES THE GENRE&APOS;S EARLY DAYS THROUGH THE LENS OF FREESTYLE RAP, FEATURING LEGENDARY ARTISTS DISCUSSING THE HISTORY AND INTRICACIES OF RAPPING WITH MUSICAL PERFORMANCES THROUGH..."
Invader Zim: Enter the Florpus,YES,2019-08-16,1600000,6391.0,7.0,"['ANIMATION', 'ACTION', 'ADVENTURE']","ALIEN,ROBOT,CRAZY ROBOT,ROBOT SIDEKICK,ZIM CHARACTER","ZIM DISCOVERS HIS ALMIGHTY LEADERS NEVER HAD ANY INTENTION OF COMING TO EARTH AND HE LOSES CONFIDENCE IN HIMSELF FOR THE FIRST TIME IN HIS LIFE, WHICH IS THE BIG BREAK HIS HUMAN NEMESIS, DIB HAS BEEN WAITING FOR."
Man on Pause: Limited Series // Andropoz: Mini Dizi,YES,2022-10-07,1600000,4420.0,7.0,"['COMEDY', 'DRAMA']","CHANGE,QUIRKY COMEDY","AMID THE ONSET OF ANDROPAUSE, A 50-SOMETHING FAMILY MAN BECOMES OBSESSED WITH CHANGE AND DECIDES TO PURSUE HAPPINESS. THEN HE BUNGLES IT UP COMPLETELY."
Nadiya’s Time to Eat: Season 1,YES,2020-04-29,1600000,14593.0,9.0,"['DRAMA', 'HORROR', 'SCI-FI']","INTERACTIVE DRAMA,PLAYSTATION 3,XBOX 360,MICROSOFT WINDOWS,SINGLE PLAYER","IN A WORLD DEVASTATED BY THE UNDEAD, A CONVICTED CRIMINAL IS GIVEN A SECOND CHANCE AT LIFE WHEN HE COMES ACROSS A LITTLE GIRL NAMED CLEMENTINE."
Nate Bargatze: The Greatest Average American,YES,2021-03-18,1600000,1906.0,7.0,['COMEDY'],"TV SPECIAL,STAND UP,STAND UP COMEDY,STAND UP COMEDY SPECIAL","TENNESSEE-BORN COMEDIAN, ACTOR, AND PODCAST HOST NATE BARGATZE IS BACK WITH HIS SECOND HOUR-LONG NETFLIX ORIGINAL COMEDY SPECIAL."
"Oh, Ramona!",YES,2019-06-01,1600000,9461.0,5.0,"['COMEDY', 'ROMANCE']","NAME IN TITLE,COMING OF AGE,SLOW MOTION SCENE,SEXUAL ATTRACTION,EROTICA",A TEENAGER NAMED ANDREI TRANSITIONS FROM A TEENAGER INTO AN ADULT.
Paskal,NO,2019-03-15,1600000,3225.0,7.0,"['ACTION', 'ADVENTURE', 'DRAMA']","INDONESIA,PIRACY,MALAYSIA,BOOT CAMP,MILITARY TRAINING",A STORY OF TRUE PIRACY BASED ON AN ELITE UNIT OF THE ROYAL MALAYSIAN NAVY&APOS;S MISSION.
Snoop Dogg's F*cn Around Comedy Special,YES,2022-06-16,1600000,606.0,5.0,"['DOCUMENTARY', 'COMEDY']","MUSIC DOCUMENTARY,CENSORED PROFANITY IN TITLE,TV SPECIAL,STAND UP COMEDY,STAND UP COMEDY SPECIAL",SNOOP DOGG HOSTS A NIGHT OF MUSIC AND STAND-UP AS HE WELCOMES HIS FRIENDS — INCLUDING LEGENDARY COMEDIANS KATT WILLIAMS AND MIKE EPPS — TO THE STAGE.
Somebody Feed Phil: Season 3,YES,2020-05-29,1600000,6311.0,8.0,['DOCUMENTARY'],"FOOD,FOOD AND DRINK DOCUMENTARY,DOCUMENTARY SERIES,DRINK,TRAVEL",PHIL TRAVELS AROUND THE WORLD SAMPLING FOOD AND TRADITION WITH FRIENDS AND A SENSE OF HUMOR.
Somebody Feed Phil: Season 4,YES,2020-10-30,1600000,6311.0,8.0,['DOCUMENTARY'],"FOOD,FOOD AND DRINK DOCUMENTARY,DOCUMENTARY SERIES,DRINK,TRAVEL",PHIL TRAVELS AROUND THE WORLD SAMPLING FOOD AND TRADITION WITH FRIENDS AND A SENSE OF HUMOR.
The Circle,NO,2017-06-30,1600000,98342.0,5.0,"['DRAMA', 'MYSTERY', 'SCI-FI']","VIDEO SURVEILLANCE,PRIVACY,TECHNOLOGY,SCREENPLAY ADAPTED BY AUTHOR,KAYAKING","A WOMAN LANDS A DREAM JOB AT A POWERFUL TECH COMPANY CALLED THE CIRCLE, ONLY TO UNCOVER AN AGENDA THAT WILL AFFECT THE LIVES OF ALL OF HUMANITY."
The Climb // L'ascension,NO,2017-12-29,1600000,5066.0,7.0,"['COMEDY', 'DRAMA']","MALE NUDITY,MALE BONDING,MALE FRIENDSHIP,MALE REAR NUDITY,PENIS",A LOOK AT THE FRIENDSHIP BETWEEN TWO GUYS THAT SPANS OVER MANY YEARS.
The Fame Game: Season 1 // द फ़ेम गेम: सीज़न 1,YES,2022-02-25,1600000,1353.0,4.0,['HORROR'],"ANTHOLOGY,BURIED ALIVE,FRIEND,GROUP",A GROUP OF FRIENDS REUNITED TO PLAY A GAME. EACH ONE OF THEM EXPECTS TO GET SOMETHING ABOUT IT. THE RULES OF THE GAME ARE TO TELL A STORY OF HORROR FOR EACH CANDLE.
The Night Clerk,NO,2020-06-06,1600000,18126.0,6.0,"['CRIME', 'DRAMA', 'MYSTERY']","SOCIALLY AWKWARD PROTAGONIST,HOTEL RECEPTIONIST,RECEPTIONIST AS PROTAGONIST,ASPERGER,CCTV",A VOYEURISTIC HOTEL CLERK BECOMES THE SUBJECT OF A MURDER INVESTIGATION.
Tiger King 2,YES,2021-11-17,1600000,85481.0,8.0,"['DOCUMENTARY', 'BIOGRAPHY', 'CRIME']","TRUE CRIME,CULT,ANIMAL RIGHTS ACTIVIST,OKLAHOMA,POLYGAMIST","A RIVALRY BETWEEN BIG CAT ECCENTRICS TAKES A DARK TURN WHEN JOE EXOTIC, A CONTROVERSIAL ANIMAL PARK BOSS, IS CAUGHT IN A MURDER-FOR-HIRE PLOT."
Tom Segura: Ball Hog,YES,2020-03-24,1600000,3621.0,7.0,['COMEDY'],"TV SPECIAL,STAND UP COMEDY,STAND UP COMEDY SPECIAL","TOM SEGURA SCORES LAUGHS WITH UNCOMFORTABLY CANDID STORIES ABOUT MOTHERS, FATHERS, FOLLOWING YOUR DREAMS - AND OTHER THINGS YOU&APOS;D RATHER NOT THINK ABOUT."
Battle: Freestyle,YES,2022-04-01,1500000,564.0,5.0,"['DRAMA', 'MUSIC', 'ROMANCE']","SEQUEL,DANCE,NORWAY,BATTLE,SECOND PART","AMALIE&APOS;S DANCE CREW ADVANCES TO THE GLOBAL FINALS IN FRANCE. TORN BETWEEN THE LOVE OF MIKAEL, THE LONGING FOR HER ABSENT MOTHER, AND HER FIRE FOR DANCE, AMALIE MUST CHOOSE. WHO IS SHE TO BECOME?"
Blade of the Immortal // 無限の住人,NO,2017-12-29,1500000,19183.0,7.0,"['ACTION', 'DRAMA', 'FANTASY']","SAMURAI,BASED ON MANGA,ONE AGAINST MANY,KATANA,REVENGE","CURSED WITH A LIFE OF IMMORTALITY, A SAMURAI IS TASKED BY A YOUNG GIRL TO HELP AVENGE THE DEATH OF HER FATHER. BASED ON THE MANGA SERIES BY HIROAKI SAMURA."
Chris Rock Total Blackout: The Tamborine Extended Cut,YES,2021-01-12,1500000,600.0,7.0,['COMEDY'],"HOWARD STERN,PORCUPINE,MARRIAGE COUNSELING,DIVORCE,STAND UP COMEDY SPECIAL","CHRIS ROCK TAKES THE STAGE FILLED WITH SEARING OBSERVATIONS ON FATHERHOOD, INFIDELITY AND POLITICS."
Christmas Crossfire // Wir können nicht anders,YES,2020-12-04,1500000,1587.0,5.0,"['COMEDY', 'CRIME', 'THRILLER']","LOCKED IN A SAUNA,NUDE MAN,UNIVERSITY PROFESSOR,TWISTING SOMEONE&APOS;S EAR,VAN","A MAN FOILS AN ATTEMPTED MURDER, THEN FLEES THE CREW OF WOULD-BE KILLERS ALONG WITH THEIR INTENDED TARGET AS A WOMAN HE&APOS;S JUST MET TRIES TO FIND HIM."
Coven of Sisters // Akelarre,NO,2021-03-11,1500000,5645.0,6.0,"['DRAMA', 'HISTORY']","BASQUE COUNTRY,SPANISH INQUISITION,ACCUSED OF WITCHCRAFT,WITCHES,SPAIN","BASQUE COUNTRY, 1609. THE MEN OF THE REGION ARE AT SEA AND AMAIA TAKES PART FOR THE FIRST TIME IN THE NIGHTLY DANCES IN THE WOODS WITH THE OTHER VILLAGER GIRLS. SHE IS ONLY 20. AT DAWN, THEY ARE ALL ARRESTED."
Crazy About Her // Loco por ella,YES,2021-02-26,1500000,6381.0,7.0,"['COMEDY', 'ROMANCE']","MALE NUDITY,HAIRY CHEST,LOVE,PSYCHIATRIC PATIENT,REFERENCE TO LIVING COLOUR","AFTER A MAGICAL NIGHT TOGETHER, ADRI VOLUNTARILY TURNS HIMSELF INTO THE PSYCHIATRIC INSTITUTION WHERE CARLA LIVES."
Dance of the Forty One // El baile de los 41,NO,2021-05-12,1500000,5208.0,7.0,"['BIOGRAPHY', 'DRAMA', 'HISTORY']","GAY ORGY,HOMOPHOBIA,GAY,GAY MAN MARRIES A WOMAN,GAY KISS","AT THE END OF THE 19TH CENTURY, IGNACIO DE LA TORRE MARRIED THE DAUGHTER OF THE PRESIDENT OF MEXICO, PORFIRIO DÍAZ. IGNACIO LEADS A DOUBLE LIFE: HE RISES IN THE TRADITIONAL WORLD OF POLITICS WHILE BEING A MEMBER OF A CLANDESTINE S..."
Dragons: Rescue Riders: Huttsgalor Holiday,YES,2020-11-24,1500000,150.0,5.0,"['ANIMATION', 'FAMILY']","SNOW,TV SPECIAL,HOW TO TRAIN YOUR DRAGON","ODINYULE, THE FEAST OF THE VIKINGS SHARING, BEGINS WITH THE SNOW. BUT IF THE RESCUE TEAM DOES NOT STEP IN, PERHAPS THE TRADITION WILL BE CANCELED DUE TO EXTREME WEATHER CONDITIONS."
Easy: Season 3,YES,2019-05-10,1500000,45628.0,7.0,"['COMEDY', 'ROMANCE']","CHRISTMAS,COMING OUT,HOLIDAYS,LESBIAN RELATIONSHIP,LESBIAN","A HOLIDAY ROMANTIC COMEDY THAT CAPTURES THE RANGE OF EMOTIONS TIED TO WANTING YOUR FAMILY&APOS;S ACCEPTANCE, BEING TRUE TO YOURSELF, AND TRYING NOT TO RUIN CHRISTMAS."
Fortune Seller: A TV Scam: Season 1 // Wanna: Stagione 1,YES,2022-09-21,1500000,936.0,7.0,"['DOCUMENTARY', 'BIOGRAPHY', 'CRIME']","CRIMINAL,TRUE CRIME,COURTROOM,GIRL,SECRET","FOLLOW CONTROVERSIAL SLIMMING CREAM SELLERS TURNED CON ARTISTS WANNA MARCHI AND STEFANIA NOBILE, FROM THEIR TV SUCCESS TO THEIR SCAM AND JAIL TIME."
GHOUL: Season 1,YES,2018-08-24,1500000,10864.0,6.0,"['DRAMA', 'HORROR', 'THRILLER']","REVENGE,RAPE AND REVENGE,MALE NUDITY,RAPE,SHOT IN THE CHEST","SOLD AT A BROTHEL DEEP IN THE WOODS TO WORK AS A CARETAKER, A HAPLESS DEAF GIRL MUST SUMMON THE COURAGE TO FIGHT FOR HER LIFE."
Harvey Girls Forever!: Season 1,YES,2018-06-29,1500000,301.0,7.0,"['ANIMATION', 'SHORT', 'ADVENTURE']","2010S,FEMALE PROTAGONIST,HARVEY COMICS,BASED ON COMIC BOOK,BASED ON COMIC","ANIMATED SERIES TARGETED AT GIRLS AGES 9 THROUGH 12, WHERE KIDS DO WHATEVER THEY WANT IN THEIR FAVORITE PLACE --- THE ONE AND ONLY HARVEY STREET."
I Believe in Santa,YES,2022-12-14,1500000,3907.0,5.0,"['COMEDY', 'ROMANCE']","LOVE,CHRISTMAS,HOLIDAY,SANTA CLAUS,LIFE","LOVE IS A GIFT. BUT WHEN YOU FIND OUT THE MAN YOU&APOS;VE FALLEN FOR STILL BELIEVES IN SANTA, DO YOU ACCEPT IT - OR SEND IT BACK?"
Inside the World’s Toughest Prisons: Season 1,YES,2016-10-14,1500000,3897.0,7.0,['DOCUMENTARY'],"PRISON,TOUGHEST,VIOLENCE,INMATES,MALE FRONTAL NUDITY","IMAGINE BEING IN JAIL. NOW IMAGINE LIVING IN A FOREIGN COUNTRY. SCARY? PAUL CONNELLY TAKES YOU INSIDE THESE JAILS. HE SHOWS WHAT LIVING CONDITIONS ARE FOR THE INMATES, AS WELL AS THE GUARDS. YOU&APOS;LL NEVER LOOK AT PRISON THE SAME."
Jeff Dunham: Beside Himself,YES,2019-09-24,1500000,1259.0,7.0,['COMEDY'],"TV SPECIAL,STAND UP COMEDY SPECIAL","THE VENTRILOQUIST, JEFF DUNHAM, TAPED HIS SECOND NETFLIX SPECIAL IN HIS HOMETOWN OF DALLAS, TX IN THE AMERICAN AIRLINES CENTER. HE RETURNS WITH HIS NORMAL CAST OF CHARACTERS INCLUDING WALTER, BUBBA J, PEANUT, JOSÉ JALAPEÑO ON A ST..."
Magic for Humans: Season 2,YES,2019-12-04,1500000,187.0,7.0,"['SHORT', 'COMEDY', 'MUSICAL']","DANCE,AFRICAN AMERICAN,MUSICAL SHORT,DANCER,CRAP GAME","A TALENTED TAP DANCER WHO CAN&APOS;T GET AN AUDITION USES HIS PROWESS AT PLAYING CRAPS TO GAIN OWNERSHIP OF A MUSICAL SHOW, MAKING HIMSELF THE STAR."
Million Pound Menu: Season 1,YES,2018-08-10,1500000,660.0,7.0,"['GAME-SHOW', 'REALITY-TV']","RESTAURANT,BUSINESS GAME SHOW,NON FICTION",PARTICIPANTS TRY TO CONVINCE A JURY THAT THEIR NEW RESTAURANT IDEAS COULD WORK.
Monzón: A Knockout Blow: Season 1 // Monzón: Temporada 1,NO,2019-10-25,1500000,828.0,8.0,"['BIOGRAPHY', 'CRIME', 'DRAMA']","BOXER,FEMALE REAR NUDITY,FEMALE NUDITY,NAKED FEMALE CORPSE",THE STORY ABOUT ARGENTINIAN BOXER CARLOS MONZÓN IN HIS CAREER AND LIFE IN PRISON.
ONI: Thunder God's Tale: Limited Series,YES,2022-10-21,1500000,1168.0,8.0,"['ANIMATION', 'ACTION', 'ADVENTURE']","MONSTER,JAPANESE FOLKLORE,MAGICAL,CGI ANIMATION,STOP MOTION","IN A MYSTICAL WORLD OF JAPANESE GODS AND SPIRITS, A COURAGEOUS GIRL STRIVES TO FOLLOW IN HER MYSTERIOUS FATHER&APOS;S FOOTSTEPS AND FIND HER TRUE POWERS."
Operation Christmas Drop,YES,2020-11-05,1500000,12737.0,6.0,"['COMEDY', 'FAMILY', 'ROMANCE']","CHRISTMAS,INTERRACIAL LOVE,MILITARY,AIR FORCE,ISLAND","CONGRESSIONAL AIDE ERICA FORGOES FAMILY CHRISTMAS TO TRAVEL AT HER BOSS&APOS;S BEHEST. AT A BEACH SIDE AIR FORCE BASE, SHE CLASHES WITH CAPT. ANDREW JANTZ, WHO KNOWS HER ASSIGNMENT IS FINDING REASONS TO DEFUND THE FACILITY."
Outlaws // Las leyes de la frontera,NO,2021-11-22,1500000,1238.0,5.0,"['CRIME', 'DRAMA', 'THRILLER']","MOTORCYCLE,MOTORCYCLE GANG,BROTHER BROTHER RELATIONSHIP,FAMILY RELATIONSHIPS,AUSTRALIAN",1% IS SET WITHIN THE PRIMAL UNDERWORLD OF OUTLAW MOTORCYCLE CLUB GANGS. IT FOLLOWS THE HEIR TO THE THRONE OF A MOTORCYCLE CLUB WHO HAS TO BETRAY HIS PRESIDENT TO SAVE HIS BROTHER&APOS;S LIFE.
Psychokinesis // 염력,YES,2018-04-25,1500000,6205.0,6.0,"['ACTION', 'COMEDY', 'FANTASY']","FATHER DAUGHTER RELATIONSHIP,TELEKINESIS,SUPERNATURAL POWER,DEATH OF MOTHER,METEOR","AFTER DRINKING WATER FROM A MOUNTAIN SPRING, A BANK SECURITY GUARD GAINS TELEKINETIC SUPERPOWERS, WHICH HE MUST USE TO SAVE HIS ESTRANGED DAUGHTER FROM AN EVIL CONSTRUCTION COMPANY, AS A SUPERHERO."
Sabrina,NO,2018-11-19,1500000,69135.0,8.0,"['COMEDY', 'DRAMA', 'ROMANCE']","ATTEMPTED SUICIDE,ONE WORD TITLE,VOICE OVER NARRATION,FASHION,NEW YORK CITY","A PLAYBOY BECOMES INTERESTED IN THE DAUGHTER OF HIS FAMILY&APOS;S CHAUFFEUR, BUT IT&APOS;S HIS MORE SERIOUS BROTHER WHO WOULD BE THE BETTER MAN FOR HER."
Sara's Notebook // El cuaderno de Sara,NO,2018-05-26,1500000,2873.0,6.0,"['ADVENTURE', 'DRAMA', 'MYSTERY']","CONGO,AFRICA,SLAUGHTER,MISSING PERSON,MYSTERIOUS DISAPPEARANCE",A SPANISH WOMAN TRAVELS TO DARKEST HEART OF AFRICA LOOKING FOR HER LONG-TIME MISSED YOUNGER SISTER.
Savage Rhythm: Season 1 // Ritmo salvaje: Temporada 1,YES,2022-03-02,1500000,108.0,5.0,"['SHORT', 'MUSICAL', 'ROMANCE']","MALE FEMALE RELATIONSHIP,FESTIVAL,CELEBRATION,CARNIVAL,LATIN AMERICA",A COLORFUL MUSIC AND DANCE TRIBUTE TO THE PEASANTS AND WORKERS OF BRAZIL.
Schumacher,NO,2021-09-15,1500000,24705.0,7.0,"['DOCUMENTARY', 'BIOGRAPHY', 'SPORT']","FORMULA 1,MOTOR SPORTS,MOTOR VEHICLE,GERMAN SPORTS HERO,ACCIDENT","THROUGH EXCLUSIVE INTERVIEWS AND ARCHIVAL FOOTAGE, THIS DOCUMENTARY TRACES AN INTIMATE PORTRAIT OF SEVEN-TIME FORMULA 1 CHAMPION MICHAEL SCHUMACHER."
Sugar Rush Christmas: Season 2,YES,2020-11-27,1500000,694.0,7.0,['REALITY-TV'],"CHRISTMAS,CHALLENGE,NON FICTION","FOUR SETS OF BAKERS COMPETE IN CHRISTMAS THEMED BAKING CHALLENGES. FIRST ROUND IS CUPCAKES, SECOND ROUND CONFECTIONS, AND FINAL ROUND CAKES. AFTER EACH CHALLENGE ONE GROUP IS ELIMINATED AND THE WINNER OF THE FINAL CHALLENGE GETS $..."
SWORDGAI The Animation: Part II // ソードガイ The Animation: パートII,YES,2018-07-30,1500000,1338735.0,9.0,"['CRIME', 'DRAMA']","REVENGE,1950S,CORRUPT POLITICIAN,CUBAN REVOLUTION,LAKE TAHOE NEVADA","THE EARLY LIFE AND CAREER OF VITO CORLEONE IN 1920S NEW YORK CITY IS PORTRAYED, WHILE HIS SON, MICHAEL, EXPANDS AND TIGHTENS HIS GRIP ON THE FAMILY CRIME SYNDICATE."
The Masked Scammer // Le Masque,YES,2022-12-01,1500000,523.0,6.0,"['DOCUMENTARY', 'CRIME']",CAREER,A MASTER CONMAN SCHEMES AND SCAMS HIS WAY INTO STEALING MILLIONS FROM THE FRENCH ELITES. HIS ACCOMPLICES AND VICTIMS LOOK BACK ON THE MAN&APOS;S CAREER TO TRY AND FIND OUT WHAT MADE HIM SO SUCCESSFUL.
The Resistance Banker // Bankier Van Het Verzet,YES,2018-09-10,1500000,10444.0,7.0,"['BIOGRAPHY', 'DRAMA', 'WAR']","BROTHER BROTHER RELATIONSHIP,BARE CHESTED MALE,SOLDIER,FIGHT,WAR HERO","IN NAZI-OCCUPIED AMSTERDAM, BANKER BROTHERS WALRAVEN AND GIJS VAN HALL FACE THEIR GREATEST CHALLENGE YET WHEN THEY DECIDE TO HELP FUND THE DUTCH RESISTANCE."
The Speed Cubers,YES,2020-07-29,1500000,4110.0,7.0,"['DOCUMENTARY', 'SHORT', 'SPORT']","WORLD CHAMPION,WORLD CHAMPIONSHIP,JUDGED COMPETITION,NEW ERA,FRIENDSHIP",DISCOVER THE SPECIAL BOND -- AND UNCOMMON COMPETITIVE SPIRIT -- SHARED BY THE WORLD&APOS;S RUBIK&APOS;S CUBE-SOLVING RECORD BREAKERS IN THIS DOCUMENTARY.
The Stand-In,NO,2020-12-16,1500000,3991.0,5.0,"['COMEDY', 'DRAMA']","ACTRESS,TIMEFRAME 2020S,TIMEFRAME 21ST CENTURY",A DISAFFECTED COMEDY ACTRESS AND HER AMBITIOUS STAND-IN TRADE PLACES.
The Trapped 13: How We Survived The Thai Cave // 13 หมูป่า: เรื่องเล่าจากในถ้ำ,YES,2022-10-05,1500000,602.0,7.0,['DOCUMENTARY'],"2010S,YEAR 2018,CAVE,RESCUE,LIFE","IN THIS COMPELLING DOCUMENTARY, MEMBERS OF THE THAI YOUTH SOCCER TEAM TELL THEIR STORIES OF GETTING TRAPPED IN THAM LUANG CAVE IN 2018 AND SURVIVING."
The Violence Action // バイオレンスアクション,NO,2022-11-18,1500000,822.0,5.0,"['ACTION', 'DRAMA']","LIFE,FEMALE PROTAGONIST,PINK HAIR,PINK HAIRED GIRL,VIOLENCE",A YOUNG GIRL LEADS A DOUBLE LIFE AS AN ASSASSIN FOR HIRE.
The Wasteland // El páramo,YES,2022-01-06,1500000,4714.0,5.0,"['DRAMA', 'HORROR', 'MYSTERY']","BEAST,SOCIETY,CHILD,CREATURE,HORIZON","THE TRANQUIL LIVES OF A FAMILY ISOLATED FROM THE REST OF SOCIETY ARE DISTURBED BY A TERRIFYING CREATURE, TESTING THE TIES THAT BIND THEM TOGETHER."
Transformers: War for Cybertron: Siege: Siege,YES,2020-07-30,1500000,888.0,8.0,"['ACTION', 'ADVENTURE', 'SCI-FI']","SINGLE PLAYER,PLAYSTATION 3,XBOX 360,TRANSFORMERS,BASED ON TV SERIES",THE HEROIC AUTOBOTS AND TYRANNICAL DECEPTICONS WAGE WAR FOR CONTROL OF THE PLANET CYBERTRON.
Treehouse Detectives: Season 2,YES,2018-11-09,1500000,96.0,8.0,"['ANIMATION', 'SHORT', 'MYSTERY']",FOREST,TWO BEARS IN A TREEHOUSE SOLVE CASES AROUND THEIR FOREST TO HELP THEIR ANIMAL FRIENDS.
Voltron: Legendary Defender: Season 7,YES,2018-08-10,1500000,9553.0,8.0,"['ANIMATION', 'ACTION', 'ADVENTURE']","EARTHLING,ADVISOR,ALIEN,ALIEN CREATURE,ALIEN EMPEROR",FIVE TEENAGERS BECOME THE LAST LINE OF DEFENSE FOR THE GALAXY IN AN INTERGALACTIC BATTLE AGAINST THE EVIL ALIEN FORCE LED BY KING ZARKON.
We Are the Wave: Season 1 // Wir sind die Welle: Staffel 1,YES,2019-11-01,1500000,2487.0,7.0,"['DOCUMENTARY', 'MUSIC']","CONCERT MUSIC,BOY BAND,POP MUSIC,LIVE PERFORMANCE,CONCERT FILM","FROM X FACTOR TO THE SAN SIRO STADIUM IN MILANO, ONE DIRECTION HIT THE WORLD WITH SUCCESS. SEE THEM PERFORM LIVE IN THE SAN SIRO STADIUM AND WATCH 15 MINUTES OF EXCLUSIVE FOOTAGE NEVER SEEN BEFORE. THE BOYS ARE BACK."
Why Did You Kill Me?,YES,2021-04-14,1500000,4650.0,6.0,"['DOCUMENTARY', 'CRIME']","MURDER,SOCIAL MEDIA,CRIME DOCUMENTARY,REVENGE",THE LINE BETWEEN JUSTICE AND REVENGE BLURS WHEN A DEVASTATED FAMILY USES SOCIAL MEDIA TO TRACK DOWN THE PEOPLE WHO KILLED 24-YEAR-OLD CRYSTAL THEOBALD.
