Title,AvailableGlobally,ReleaseDate,HoursViewed,NumberofRatings,Rating,Genre,KeyWords,Description
El Dragón: Return of a Warrior: Season 2 // El Dragón: El regreso de un guerrero: Temporada 2,NO,2020-04-17,24900000,2052.0,7.0,"['ACTION', 'ADVENTURE', 'DRAMA']","TELENOVELA,MARTIAL ARTS,TOKYO JAPAN,MEXICO,JAPAN","AFTER THE MURDER OF HIS PARENTS WHEN HE WAS A LITTLE KID, MEXICAN MIGUEL GARZA IS SENT AWAY TO JAPAN. 20 YEARS LATER, HE HAS TO GO BACK TO HIS HOME COUNTRY AS THE NEW HEIR OF HIS FAMILY&APOS;S CARTEL."
Maya and the Three: Limited Series,YES,2021-10-22,24800000,4812.0,8.0,"['ANIMATION', 'SHORT', 'ACTION']","WARRIOR,GOD,PRINCESS,KINGDOM,MAGIC",A MESOAMERICAN WARRIOR PRINCESS EMBARKS ON A QUEST TO RECRUIT THREE LEGENDARY FIGHTERS TO HELP SAVE THE WORLD OF GODS AND HUMANKIND.
That Girl Lay Lay: Season 1,NO,2022-01-21,24800000,443.0,5.0,"['DRAMA', 'HORROR', 'THRILLER']","SEX WITH AN ANIMAL,SEX WITH A DOG,ZOOPHILIA,INTERSPECIES SEX,BESTIALITY",JEANINE IS A GIRL WHO HAS BEEN TRAUMATIZED SINCE CHILDHOOD AFTER HAVING INADVERTENTLY SEEN HER MOTHER MATE WITH THE FAMILY&APOS;S DOBERMAN DOG.
Mako Mermaids: An H2O Adventure: Season 1,NO,2013-07-26,24700000,4545.0,7.0,"['ADVENTURE', 'COMEDY', 'DRAMA']","SUPERNATURAL POWER,HUMAN MERMAID RELATIONSHIP,FALLING IN LOVE WITH A MERMAID,PRETTY GIRL,AUSTRALIAN","A YOUNG MAN IS MAGICALLY TURNED A MERMAN, AND DISCOVERS HIS UNDERWATER ORIGINS, AFTER HE COMES IN CONTACT WITH THE MAGIC WATERS AT THE MYSTERIOUS MAKO ISLAND GUARDED BY A TRIO OF MERMAIDS."
The Umbrella Academy: Season 3,YES,2022-06-22,24700000,267867.0,8.0,"['ACTION', 'ADVENTURE', 'COMEDY']","ALTERNATE HISTORY,BASED ON COMIC BOOK,SUPERHERO,DARK HORSE COMICS,BASED ON COMIC","A FAMILY OF FORMER CHILD HEROES, NOW GROWN APART, MUST REUNITE TO CONTINUE TO PROTECT THE WORLD."
From Me to You: Kimi ni Todoke: Season 1 // 君に届け: シーズン1,NO,2023-03-30,24400000,4937.0,8.0,"['ANIMATION', 'COMEDY', 'DRAMA']","THE FUTURE,BOY,BASED ON MANGA,SHOUJO,HIGH SCHOOL","SAWAKO KURONUMA IS MISUNDERSTOOD DUE TO HER RESEMBLANCE TO THE GHOST GIRL FROM THE RING. BUT ONE DAY THE NICEST BOY IN THE CLASS, KAZEHAYA BEFRIENDS HER AND EVERYTHING CHANGED AFTER THAT AND ALSO EVERYONE PERSPECTIVE OF SAWAKO BUT..."
Feel the Beat,YES,2020-06-19,24300000,12844.0,6.0,"['COMEDY', 'DRAMA', 'FAMILY']","YOUNG,TRAIN,VOMITING ON SOMEONE,FEMALE VOMITING","AFTER FAILING TO FIND SUCCESS ON BROADWAY, APRIL RETURNS TO HER HOMETOWN AND RELUCTANTLY IS RECRUITED TO TRAIN A MISFIT GROUP OF YOUNG DANCERS FOR A BIG COMPETITION."
Meteor Garden: Season 1 // 流星花園: 第 1 季 // 流星花园: 第 1 季,NO,2018-07-13,24300000,213.0,5.0,"['FAMILY', 'ANIMATION', 'SHORT']","SURREALISM,SANDWICH,SINGING,PRETZEL,PARROT",A DAY IN THE LIFE OF BUDDY WHO IS WORKING HARD AT A GERMAN BEER GARDEN.
Jewish Matchmaking: Season 1,YES,2023-05-03,24200000,755.0,6.0,"['REALITY-TV', 'ROMANCE']","DATING,LOVE,LIFE,JEWISH,DATING AND ROMANCE REALITY TV",IT FOLLOWS SINGLES IN THE US AND ISRAEL AS THEY TURN THEIR DATING LIFE OVER TO A TOP JEWISH MATCHMAKER.
Instant Dream Home: Season 1,YES,2022-08-10,24000000,1105.0,6.0,['REALITY-TV'],"HOME MAKEOVER REALITY TV,TEAM,LIFESTYLE REALITY TV",A TEAM OF RAPID-FIRE RENOVATORS TAKES BIG RISKS AND MAKES PAINSTAKING PLANS TO TRANSFORM FAMILIES&APOS; HOMES FROM TOP TO BOTTOM IN JUST 12 HOURS.
Make Me Believe // Sen İnandır,YES,2023-06-23,24000000,2532.0,6.0,"['COMEDY', 'ROMANCE']",FEEL GOOD ROMANCE,TWO MEDDLING GRANNIES TRICK THEIR ADULT GRANDKIDS INTO A MEET-CUTE THAT REIGNITES A CHILDHOOD CRUSH AND OLD GRUDGES.
The Kissing Booth,YES,2018-05-11,24000000,90899.0,6.0,"['COMEDY', 'ROMANCE']","FIRST KISS,BROTHER BROTHER RELATIONSHIP,LOSS OF MOTHER,BEST FRIEND,SIBLING RIVALRY",A HIGH SCHOOL STUDENT IS FORCED TO CONFRONT HER SECRET CRUSH AT A KISSING BOOTH.
The Seven Deadly Sins: Imperial Wrath of the Gods // 七つの大罪: 神々の逆鱗,NO,2019-10-14,24000000,5344.0,7.0,"['ANIMATION', 'ACTION', 'ADVENTURE']","BASED ON MANGA,BASED ON ANIME,HOLY KNIGHT,BASED ON TV SERIES,BASED ON ANIME SERIES",THE SEVEN DEADLY SINS TRAVEL TO THE SKY TEMPLE IN SEARCH OF AN ELUSIVE INGREDIENT.
I Am Georgina: Season 1 // Soy Georgina: Temporada 1,YES,2022-01-27,23800000,17.0,7.0,['HORROR'],"MOCKUMENTARY,SERIAL KILLER","I AM NO ONE IS A DOCUMENTARY FILM WRITTEN, DIRECTED, AND EDITED BY JASON HOOVER ABOUT A MAN NAMED CHARLES LAKE WHO MOONLIGHTS AS A SERIAL KILLER IN CHICAGO, IL."
Anatomy of a Scandal: Limited Series,YES,2022-04-15,23700000,34784.0,7.0,"['DRAMA', 'MYSTERY', 'THRILLER']","SCANDAL,ELITE,WOMAN,SEXUAL,ANTHOLOGY",A SEXUAL CONSENT SCANDAL AMONGST BRITISH PRIVILEGED ELITE AND THE WOMEN CAUGHT UP IN ITS WAKE.
Good Girls: Season 3,YES,2020-07-26,23500000,274.0,6.0,"['MUSICAL', 'COMEDY', 'SHORT']","BARE CHESTED MALE,BROADWAY BREVITY,SIR LANCELOT DU LAC CHARACTER,QUEEN GUINEVERE CHARACTER,KING","IN THIS SHORT MUSICAL COMEDY, ADAM AND EVE GO ON AN ADVENTURE THROUGH TIME THAT LEADS THEM FROM THE GARDEN OF EDEN, TO THE ROMAN EMPIRE, KING ARTHUR&APOS;S COURT, AND A BEACH RESORT IN MODERN-DAY FLORIDA."
Dragons: Race to the Edge: Season 1,YES,2015-06-26,23400000,7815.0,8.0,"['ANIMATION', 'ACTION', 'ADVENTURE']","HOW TO TRAIN YOUR DRAGON,DRAGON,DRAGON AS A PET,MALE PROTAGONIST,TWINS","UNLOCK THE SECRETS OF THE DRAGON EYE AND COME FACE TO FACE WITH MORE DRAGONS THAN ANYONE HAS EVER IMAGINED AS HICCUP, TOOTHLESS AND THE DRAGON RIDERS SOAR TO THE EDGE OF ADVENTURE."
Black Crab // Svart krabba,YES,2022-03-18,23300000,25375.0,6.0,"['ACTION', 'ADVENTURE', 'DRAMA']","DYSTOPIA,PSYCHOTRONIC FILM,STRONG FEMALE LEAD,BASED ON NOVEL,MILITARY","IN A POST-APOCALYPTIC WORLD, SIX SOLDIERS ON A COVERT MISSION MUST TRANSPORT A MYSTERIOUS PACKAGE ACROSS A FROZEN ARCHIPELAGO. NOOMI RAPACE STARS."
Kung Fu Panda: The Dragon Knight: Season 1,YES,2022-07-14,23300000,2316.0,6.0,"['ANIMATION', 'ACTION', 'ADVENTURE']","PANDA,KUNG FU,KUNG FU PANDA,BASED ON FILM,ANIMAL IN TITLE","FOLLOW PO, WHO PARTNERS UP WITH A NO-NONSENSE ENGLISH KNIGHT NAMED WANDERING BLADE, TO FIND A COLLECTION OF FOUR POWERFUL WEAPONS BEFORE A MYSTERIOUS PAIR OF WEASELS DO, AND SAVE THE WORLD FROM DESTRUCTION."
The Harder They Fall,YES,2021-11-03,23300000,69627.0,7.0,"['ACTION', 'DRAMA', 'WESTERN']","REVENGE,PRISON,WILD WEST,PARENTS,COWBOY","WHEN AN OUTLAW DISCOVERS HIS ENEMY IS BEING RELEASED FROM PRISON, HE REUNITES HIS GANG TO SEEK REVENGE."
A Love So Beautiful: Season 1 // 아름다웠던 우리에게: 시즌 1,YES,2020-12-28,23200000,1546.0,7.0,"['COMEDY', 'ROMANCE']","TEENAGER,KDRAMA,KOREAN DRAMA,REMAKE,UNREQUITED LOVE","LOVE IS AS TOUGH AS IT IS SWEET FOR A LOVESTRUCK TEENAGER, WHOSE RELATIONSHIP WITH HER NEXT-DOOR NEIGHBOR TRANSFORMS AS THEY GROW INTO ADULTHOOD."
Money Heist: Korea - Joint Economic Area: Season 1 // 종이의 집: 공동경제구역: 시즌 1,YES,2022-06-24,23200000,8073.0,6.0,"['ACTION', 'CRIME', 'DRAMA']","MONEY,HEIST,CRIMINAL,POLICE,GUN",A GENIUS STRATEGIST AND PEOPLE WITH DIFFERENT PERSONALITIES AND ABILITIES FIGHTING AN EXTRAORDINARY VARIABLE AND ENGAGING IN AN UNPRECEDENTED HOSTAGE PLAY.
Senior Year,YES,2022-05-13,23200000,42538.0,6.0,"['COMEDY', 'DRAMA']","HIGH SCHOOL,YEAR 1997,SCHOOL,COMA,SICK","A CHEERLEADING STUNT GONE WRONG LANDED HER IN A 20-YEAR COMA. NOW SHE&APOS;S 37, NEWLY AWAKE AND READY TO LIVE OUT HER HIGH SCHOOL DREAM: BECOMING PROM QUEEN."
To All the Boys I’ve Loved Before,YES,2018-08-17,23200000,120310.0,7.0,"['COMEDY', 'DRAMA', 'ROMANCE']","TEENAGE BOY,LOVE LETTER,TEEN ROMANCE,ASIAN,TEENAGE GIRL",A TEENAGE GIRL&APOS;S SECRET LOVE LETTERS ARE EXPOSED AND WREAK HAVOC ON HER LOVE LIFE.
Sweet Girl,YES,2021-08-20,23100000,34594.0,6.0,"['ACTION', 'DRAMA', 'THRILLER']","DEATH,PARENTS,DAUGHTER,JUSTICE,GIRL",A DEVASTATED HUSBAND VOWS TO BRING JUSTICE TO THE PEOPLE RESPONSIBLE FOR HIS WIFE&APOS;S DEATH WHILE PROTECTING THE ONLY FAMILY HE HAS LEFT: HIS DAUGHTER.
Floor Is Lava: Season 3,YES,2022-09-30,22900000,79.0,6.0,"['SHORT', 'COMEDY']","FLOOR IS LAVA GAME,LAVA","WHEN THE FLOOR BECOMES LAVA, THE MINDS AND BODIES OF THREE ROOMMATES ARE TESTED TO THE BRINK TO SEE IF THEY&APOS;RE WILLING TO SURVIVE THE CATASTROPHIC EVENT."
I AM A KILLER: Season 4,YES,2022-12-21,22800000,15636.0,6.0,"['CRIME', 'DRAMA', 'HORROR']","AUTOPSY,WINTER,HALLOWEEN PARTY,MURDER,TEENAGE PROTAGONIST","IN A SMALL MIDWESTERN TOWN, A TROUBLED TEEN WITH HOMICIDAL TENDENCIES MUST HUNT DOWN AND DESTROY A SUPERNATURAL KILLER WHILE KEEPING HIS OWN INNER DEMONS AT BAY."
Go Dog Go: Season 1,YES,2021-01-26,22700000,5169.0,6.0,['COMEDY'],"JOCK STRAP,BARE CHESTED MALE,MASTURBATION REFERENCE,NAME IN TITLE,MALE NAME IN TITLE","FRANK BARTLETT HAS BEEN TORTURED, EMBARRASSED, AND HUMILIATED BY HIS BROTHER BRUCE -- USUALLY ON FILM -- HIS ENTIRE LIFE. NOW THAT BRUCE IS FINALLY OFF DRUGS AND HAS TURNED HIS LIFE AROUND, THINGS SHOULD BE DIFFERENT. THEY ARE NOT."
The Creature Cases: Chapter 3,YES,2023-05-22,22700000,76190.0,7.0,"['ACTION', 'CRIME', 'THRILLER']","MAFIA,ORGANIZED CRIME,ITALY,AMERICAN ABROAD,OFFSCREEN KILLING","ROBERT MCCALL FINDS HIMSELF AT HOME IN SOUTHERN ITALY BUT HE DISCOVERS HIS FRIENDS ARE UNDER THE CONTROL OF LOCAL CRIME BOSSES. AS EVENTS TURN DEADLY, MCCALL KNOWS WHAT HE HAS TO DO: BECOME HIS FRIENDS&APOS; PROTECTOR BY TAKING ON THE ..."
Sex Education: Season 2,YES,2020-01-17,22600000,347.0,7.0,"['CRIME', 'DRAMA', 'MYSTERY']","DEATH OF PARENTS,LOCKER ROOM,MILKMAN,POETRY,HOPE CHEST",A LESSON IN SEX EDUCATION LEAVES THE GANG MORE CONFUSED. JUGHEAD ATTEMPTS TO HELP ETHEL OUT OF SOME TROUBLE .
Money Shot: The Pornhub Story,YES,2023-03-15,22400000,4728.0,5.0,['DOCUMENTARY'],"ONLINE,BACKLASH,SECRET,ENTERTAINMENT,FEMALE NUDITY",FOLLOW THE RISE OF THE MOST FAMOUS ADULT ENTERTAINMENT PLATFORM AND THE RECENT BACKLASH IT HAS RECEIVED.
Cunk On Earth: Season 1,YES,2023-01-31,22100000,417.0,7.0,['DOCUMENTARY'],COUNTRY,A DOCUMENTARY THAT CAPTURES THE SAME 24-HOUR PERIOD THROUGHOUT EVERY COUNTRY IN THE WORLD.
Over the Moon,YES,2020-10-23,22000000,24486.0,6.0,"['ANIMATION', 'ADVENTURE', 'COMEDY']","GIRL,FROG,RABBIT,MOON,TRUE LOVE","IN THIS ANIMATED MUSICAL, A GIRL BUILDS A ROCKET SHIP AND BLASTS OFF, HOPING TO MEET A MYTHICAL MOON GODDESS."
Jurassic World Camp Cretaceous: Season 3,YES,2021-05-21,21900000,10104.0,8.0,"['ANIMATION', 'ACTION', 'ADVENTURE']","DINOSAUR,JURASSIC PARK,PINK HAIRED GIRL,COMPUTER ANIMATION,BLACK HAIRED GIRL",SIX TEENS ATTENDING AN ADVENTURE CAMP ON THE OPPOSITE SIDE OF ISLA NUBLAR MUST BAND TOGETHER TO SURVIVE WHEN DINOSAURS WREAK HAVOC ON THE ISLAND.
Squared Love All Over Again // Miłość do kwadratu jeszcze raz,YES,2023-02-13,21900000,666.0,5.0,"['COMEDY', 'ROMANCE']","JOURNALIST,TEACHER",THE RELATIONSHIP OF A WELL-KNOWN JOURNALIST AND A DOWN-TO-EARTH TEACHER GOES THROUGH HARD TIMES WHEN SHE TAKES A NEW JOB.
Fuller House: Season 3,YES,2017-09-22,21800000,131.0,5.0,"['SHORT', 'DRAMA', 'HISTORY']","THE WHITE HOUSE WASHINGTON D.C.,PRESIDENT,REFERENCE TO MARY TODD LINCOLN,PRESIDENT OF THE UNITED STATES,AMERICAN CIVIL WAR",THIS SHORT CHRONICLES ABRAHAM LINCOLN&APOS;S PRESIDENCY FROM HIS INAUGURATION THROUGH DELIVERY OF THE GETTYSBURG ADDRESS.
10 Days of a Good Man // İyi Adamın 10 Günü,YES,2023-03-03,21700000,5099.0,7.0,"['CRIME', 'DRAMA', 'MYSTERY']","COUPLE,LIFE,GUN,PARENT,CRIMINAL","A LAWYER TURNED PRIVATE INVESTIGATOR TAKES ON A MISSING PERSON CASE, PROPELLING HIM ON AN UNEXPECTED AND LIFE-ALTERING QUEST."
Jurassic World Camp Cretaceous: Season 5,YES,2022-07-21,21700000,10104.0,8.0,"['ANIMATION', 'ACTION', 'ADVENTURE']","DINOSAUR,JURASSIC PARK,PINK HAIRED GIRL,COMPUTER ANIMATION,BLACK HAIRED GIRL",SIX TEENS ATTENDING AN ADVENTURE CAMP ON THE OPPOSITE SIDE OF ISLA NUBLAR MUST BAND TOGETHER TO SURVIVE WHEN DINOSAURS WREAK HAVOC ON THE ISLAND.
Pokémon Ultimate Journeys: The Series: Part 2,NO,2023-02-24,21700000,46544.0,8.0,"['ANIMATION', 'ACTION', 'ADVENTURE']","POKEMON,PIKACHU,ASH KETCHUM CHARACTER,DAWN CHARACTER,TEAM ROCKET","ASH KETCHUM, HIS YELLOW PET PIKACHU, AND HIS HUMAN FRIENDS EXPLORE A WORLD OF POWERFUL CREATURES."
The Upshaws: Part 3,YES,2023-02-16,21600000,14915.0,7.0,"['ACTION', 'ADVENTURE', 'HISTORY']","17TH CENTURY,FIRST PART,PART ONE,THREE MUSKETEERS,1620S","D&APOS;ARTAGNAN ARRIVES IN PARIS TRYING TO FIND HIS ATTACKERS AFTER BEING LEFT FOR DEAD, WHICH LEADS HIM TO A REAL WAR WHERE THE FUTURE OF FRANCE IS AT STAKE. HE ALIGNS HIMSELF WITH ATHOS, PORTHOS AND ARAMIS, THREE MUSKETEERS OF THE KING."
Luckiest Girl Alive,YES,2022-10-07,21200000,54196.0,6.0,"['DRAMA', 'MYSTERY', 'THRILLER']","SCHOOL SHOOTING,TRAUMATIC EVENT,RAPE,SEXUAL ASSAULT,HIGH SCHOOL SHOOTING","A WOMAN IN NEW YORK, WHO SEEMS TO HAVE THINGS UNDER CONTROL, IS FACED WITH A TRAUMA THAT MAKES HER LIFE UNRAVEL."
Chokehold // Boğa Boğa,YES,2023-04-21,21000000,4420.0,6.0,"['DRAMA', 'THRILLER']","COUPLE,VILLAGE,LOVE,SECRET,LIFE","A COUPLE FROM ISTANBUL, SETTLING IN A VILLAGE IN THE AEGEAN REGION TO START A NEW AND PEACEFUL LIFE. HOWEVER, THEY WILL QUICKLY REALIZE THAT THEY HAVE MANY ENEMIES IN THIS VILLAGE."
"El Rey, Vicente Fernández: Season 1",NO,2022-09-14,21000000,449.0,7.0,"['BIOGRAPHY', 'DRAMA', 'MUSIC']","BASED ON REAL PEOPLE,CHARACTER NAME AS TITLE,CHARACTER NAME AS SERIES TITLE,PERFORMANCE,SONG",FOLLOWS THE LIFE OF MEXICAN MUSIC ICON VICENTE FERNANDEZ.
The Wrong Missy,YES,2020-05-13,21000000,44163.0,6.0,"['COMEDY', 'ROMANCE']","BLIND DATE,HAWAII,TEXTING WRONG PERSON,HYPNOTISM,FALLING FROM HEIGHT","TIM THINKS HE&APOS;S INVITED THE WOMAN OF HIS DREAMS ON A WORK RETREAT TO HAWAII, REALIZING TOO LATE HE MISTAKENLY TEXTED SOMEONE FROM A NIGHTMARE BLIND DATE."
Jurassic World Camp Cretaceous: Season 4,YES,2021-12-03,20800000,10104.0,8.0,"['ANIMATION', 'ACTION', 'ADVENTURE']","DINOSAUR,JURASSIC PARK,PINK HAIRED GIRL,COMPUTER ANIMATION,BLACK HAIRED GIRL",SIX TEENS ATTENDING AN ADVENTURE CAMP ON THE OPPOSITE SIDE OF ISLA NUBLAR MUST BAND TOGETHER TO SURVIVE WHEN DINOSAURS WREAK HAVOC ON THE ISLAND.
Locke & Key: Season 2,YES,2021-10-22,20800000,157377.0,7.0,['DRAMA'],"DRIVING,DRIVING AT NIGHT,MARITAL TROUBLE,BIRMINGHAM ENGLAND,BREAK UP OVER THE PHONE","IVAN LOCKE, A DEDICATED FAMILY MAN AND SUCCESSFUL CONSTRUCTION MANAGER, RECEIVES A PHONE CALL ON THE EVE OF THE BIGGEST CHALLENGE OF HIS CAREER THAT SETS IN MOTION A SERIES OF EVENTS THAT THREATEN HIS CAREFULLY CULTIVATED EXISTENCE."
Project Power,YES,2020-08-14,20700000,95895.0,6.0,"['ACTION', 'CRIME', 'SCI-FI']","SUPERHERO,POWER,PILL,TEAM,TECH","WHEN A PILL THAT GIVES ITS USERS UNPREDICTABLE SUPERPOWERS FOR FIVE MINUTES HITS THE STREETS OF NEW ORLEANS, A TEENAGE DEALER AND A LOCAL COP MUST TEAM WITH AN EX-SOLDIER TO TAKE DOWN THE GROUP RESPONSIBLE FOR ITS CREATION."
A Madea Homecoming,YES,2022-02-25,20400000,4711.0,6.0,"['COMEDY', 'DRAMA', 'ROMANCE']","MABEL &APOS;MADEA&APOS; SIMMONS CHARACTER,COLLEGE,GEORGIA USA,CHARACTER NAME IN TITLE",MADEA&APOS;S BACK HALLELUJER. AND SHE&APOS;S NOT PUTTING UP WITH ANY NONSENSE AS FAMILY DRAMA ERUPTS AT HER GREAT-GRANDSON&APOS;S COLLEGE GRADUATION CELEBRATION.
Do Revenge,YES,2022-09-16,20400000,47848.0,6.0,['COMEDY'],"MAKEOVER,LEAKED SEX TAPE,REFERENCE TO GRETA THUNBERG,17 YEAR OLD GIRL,REVENGE PLOT",DREA AND ELEANOR AGREE TO GO AFTER ONE ANOTHER&APOS;S BULLIES.
King of Collectibles: The Goldin Touch: Season 1,YES,2023-04-28,20100000,934.0,7.0,['REALITY-TV'],BUSINESS AND OCCUPATION REALITY TV,"KEN GOLDIN AND HIS SAVVY TEAM RUN THE THRILLING ACTION, VENTURING INSIDE A LEADING AUCTION HOUSE SPECIALISING IN RARE COLLECTIBLES."
Komi Can't Communicate: Season 1 // 古見さんは、コミュ症です。: シーズン1,YES,2021-10-06,20100000,8735.0,8.0,"['ANIMATION', 'COMEDY', 'DRAMA']","BASED ON MANGA,CHARACTER NAME IN TITLE,COMING OF AGE,HIGH SCHOOL,LOVE",AN ELITE AND ALOOF SCHOOLGIRL IS IN FACT SEVERELY WITHDRAWN AND ANXIOUS ABOUT COMMUNICATING WITH OTHERS. AN ORDINARY SCHOOLBOY BEFRIENDS HER AND HELPS HER TO OPEN UP AND TALK WITH PEOPLE.
The Boss Baby: Back in Business: Season 1,YES,2018-04-06,20000000,4197.0,7.0,"['ANIMATION', 'ADVENTURE', 'COMEDY']","BABY,BOSS,BROTHER BROTHER RELATIONSHIP,CORPORATION,BUSINESS","WITH A LITTLE HELP FROM HIS BROTHER AND ACCOMPLICE, TIM, BOSS BABY TRIES TO BALANCE FAMILY LIFE WITH HIS JOB AT BABY CORP HEADQUARTERS."
The Boss Baby: Back in the Crib: Season 2,YES,2023-04-13,19900000,390.0,6.0,"['ANIMATION', 'ADVENTURE', 'COMEDY']","SEQUEL,SEQUEL TO TV SERIES,BASED ON FILM,BABY,BOSS","FRAMED FOR A CORPORATE CRIME, AN ADULT TED TEMPLETON TURNS BACK INTO THE BOSS BABY TO LIVE UNDERCOVER WITH HIS BROTHER, TIM, POSING AS ONE OF HIS KIDS."
Catching Killers: Season 3,YES,2023-06-23,19800000,5184.0,7.0,"['DOCUMENTARY', 'CRIME', 'MYSTERY']","SERIAL KILLER,MURDER,INTERVIEW,SERIAL KILLER CRIME,POLICE PROCEDURAL CRIME","THE INVESTIGATORS BEHIND INFAMOUS SERIAL KILLER CASES REVEAL THE HARROWING, CHILLING DETAILS OF THEIR EXTRAORDINARY EFFORTS IN THIS TRUE CRIME SERIES."
Dead to Me: Season 2,YES,2020-05-08,19800000,97228.0,8.0,"['COMEDY', 'CRIME', 'DRAMA']","HIT AND RUN,GRIEF,PARENTHOOD,FRIENDSHIP,BREAST CANCER",A SERIES ABOUT A POWERFUL FRIENDSHIP THAT BLOSSOMS BETWEEN A TIGHTLY WOUND WIDOW AND A FREE SPIRIT WITH A SHOCKING SECRET.
The Bonfire of Destiny: Limited Series // Le Bazar de la Charité: Mini-série,YES,2019-12-26,19800000,16.0,7.0,['COMEDY'],"PARODY COMEDY,SPOOF","LOST IN THE MIDDLE OF NOWHERE, AN ECLECTIC BAND OF CHARACTERS TRY TO FIGURE OUT WHERE THEY ARE, WHY THEY ARE THERE AND JUST WHAT WENT WRONG, EXACTLY. ZACH WAKES UP TO DISCOVER HE IS LOST AND ABANDONED IN THE MIDDLE OF THE DESERT. ..."
Johnny,YES,2023-03-23,19700000,171511.0,6.0,"['ACTION', 'ADVENTURE', 'COMEDY']","QUEEN ELIZABETH II CHARACTER,SLAPSTICK COMEDY,LOOKING AT ONESELF IN A MIRROR,CHARACTER NAME AS TITLE,TIED FEET","AFTER A SUDDEN ATTACK ON MI5, JOHNNY ENGLISH, BRITAIN&APOS;S MOST CONFIDENT, YET UNINTELLIGENT SPY, BECOMES BRITAIN&APOS;S ONLY SPY."
Jurassic World Camp Cretaceous: Season 2,YES,2021-01-22,19600000,10104.0,8.0,"['ANIMATION', 'ACTION', 'ADVENTURE']","DINOSAUR,JURASSIC PARK,PINK HAIRED GIRL,COMPUTER ANIMATION,BLACK HAIRED GIRL",SIX TEENS ATTENDING AN ADVENTURE CAMP ON THE OPPOSITE SIDE OF ISLA NUBLAR MUST BAND TOGETHER TO SURVIVE WHEN DINOSAURS WREAK HAVOC ON THE ISLAND.
The Good Place: Season 2,NO,2017-09-21,19500000,182431.0,8.0,"['COMEDY', 'DRAMA', 'FANTASY']","AFTERLIFE,HEAVEN,UTOPIA,ETHICS,NEIGHBORHOOD",FOUR PEOPLE AND THEIR OTHERWORLDLY FRIENEMY STRUGGLE IN THE AFTERLIFE TO DEFINE WHAT IT MEANS TO BE GOOD.
The Order: Season 1,YES,2019-03-07,19500000,2524.0,7.0,"['ACTION', 'FANTASY', 'HORROR']","MALE NUDITY,WEREWOLF,PLAYSTATION EXCLUSIVE,MALE FRONTAL NUDITY,WEREWOLF TRANSFORMATION","THE ORDER: 1886 IS SET IN AN ALTERNATE HISTORY OF LONDON, WHERE AN OLD ORDER OF KNIGHTS KEEP ALL OF THE WORLD SAFE FROM HALF BREED MONSTERS, WHO ARE A COMBINATION OF ANIMAL AND MAN."
Bird Box,YES,2018-12-21,19300000,376532.0,7.0,"['HORROR', 'MYSTERY', 'SCI-FI']","SUICIDE,INVISIBLE CREATURE,SURVIVAL,DYSTOPIA,SUPERMARKET","FIVE YEARS AFTER AN OMINOUS UNSEEN PRESENCE DRIVES MOST OF SOCIETY TO SUICIDE, A MOTHER AND HER TWO CHILDREN MAKE A DESPERATE BID TO REACH SAFETY."
SHAMAN KING: Season 1,YES,2021-04-01,19300000,187.0,7.0,"['SHORT', 'COMEDY', 'MUSICAL']","DANCE,AFRICAN AMERICAN,MUSICAL SHORT,DANCER,CRAP GAME","A TALENTED TAP DANCER WHO CAN&APOS;T GET AN AUDITION USES HIS PROWESS AT PLAYING CRAPS TO GAIN OWNERSHIP OF A MUSICAL SHOW, MAKING HIMSELF THE STAR."
Unauthorized Living: Season 2 // Vivir sin permiso: Temporada 2,YES,2020-01-31,19300000,5745.0,7.0,['DRAMA'],"BUSINESSMAN,GAY,ORGANIZED CRIME,ALZHEIMER&APOS;S DISEASE,GANGSTER","NEMO BANDEIRA, A DEALER WITH A CLEAN BUSINESSMAN FACADE, IS DIAGNOSED WITH ALZHEIMER&APOS;S DISEASE AND TRIES TO KEEP IT FROM HIS FAMILY WHILE HE STARTS TO THINK ABOUT WHO MIGHT BE HIS SUCCESSOR."
Shaun the Sheep: Adventures from Mossy Bottom: Season 1,YES,2020-03-16,19100000,737.0,8.0,"['ANIMATION', 'COMEDY', 'FAMILY']","RIVAL,STOP MOTION ANIMATION,SHAUN THE SHEEP CHARACTER,ANIMALS FAMILY","SHAUN IS THE CENTER OF ADVENTURE AND EXCITEMENT AT MOSSY BOTTOM FARM FOR A SIXTH SERIES ON NETFLIX. THE SERIES INTRODUCES FOUR NEW CHARACTERS TO MOSSINGHAM: STASH, RITA AND NEW RIVAL FARMER BEN, AND HIS AFGHAN HOUND, LEXI."
A Tale Dark & Grimm: Limited Series,YES,2021-10-08,19000000,4293.0,6.0,"['BIOGRAPHY', 'DRAMA', 'HISTORY']","GRIEF,ARAB ISRAELI CONFLICT,DEPRESSION,SELF PUNISHMENT,MOTHER SON RELATIONSHIP","THE STORY OF AMOS OZ&APOS;S YOUTH, SET AGAINST THE BACKDROP OF THE END OF THE BRITISH MANDATE FOR PALESTINE AND THE EARLY YEARS OF THE STATE OF ISRAEL. THE FILM DETAILS THE YOUNG MAN&APOS;S RELATIONSHIP WITH HIS MOTHER AND HIS BEGINNINGS AS..."
