price
465250
465425
465500
465750
465950
466500
466800
467000
467100
468000
468500
469000
469900
469950
470000
471000
471001
471500
472000
472500
473000
473200
474000
474800
474900
475000
475300
475580
476000
477000
478000
479000
479500
479900
480000
480500
481000
481015
481450
482000
482500
483300
483453
483500
483945
484000
484991.67
484998
485000
486000
486445.83
486895
487000
487028
487250
487585
488000
488800
489000
489200
489950
489990
490000
490600
491234
491300
491500
491950
492000
492500
492650
493000
494000
494400
494815
495000
496000
496700
496752
497000
497333.33
498000
498500
498800
499000
499431
499500
499950
499990
500000
500324
501000
502000
503000
504200
505000
506000
507000
507500
509000
509900
510000
510250
511000
511500
511555
512031
512500
513000
514000
515000
515500
516000
516200
516500
517000
518000
518500
519000
519900
519950
519995
520000
520500
522000
522500
523000
523460
523950
524000
524950
525000
525888
526000
527000
527500
527550
527700
528000
529000
529950
530000
530100
531000
531500
532000
532500
533000
533112
534333.33
534500
534640
535000
535500
535800
536000
536500
536751
537000
537500
538000
538250
538888
539000
539950
540000
540500
540833.33
541125
542000
542500
542525
542804.75
543000
543200
544000
544500
545000
545500
546000
547000
547500
548000
548800
549000
549900
550000
550607.14
551000
552000
553000
553650
554000
554250
554729
554820
554950
555000
556000
557000
557125
557500
558000
558653.85
559000
559900
559950
560000
560200
561000
561500
562000
562100
562500
563000
563500
564000
565000
566000
567000
567500
568000
568450
568500
569000
569950
570000
571000
571986.11
572000
572500
574000
574950
575000
575550
576000
577000
577437.5
578000
579000
580000
580050
580135
580379
581000
582000
582500
582800
583000
584000
585000
586500
587000
587206
588000
588500
589000
589500
589900
589950
590000
590300
591000
592105.71
592350
592500
593000
594000
594950
595000
595888
596165.43
597326
598000
599000
599950
599990
599999
600000
602000
602500
602761
603500
604000
604700
605000
605004
605500
606000
607000
607500
608000
609000
609900
610000
610750
611000
612500
613000
615000
616000
618080
618250
618500
619000
619400
619420
619500
619850
620000
622500
623000
624800
625000
626000
627000
628000
629000
629800
630000
631500
631625
632500
633000
633100
633634
635000
635200
635700
636000
638000
639000
639500
639888
640000
641000
641633.33
642000
645000
645325
645500
646000
646212.5
647000
647500
648000
648360
648475
649000
649950
650000
650880
651000
652500
653000
654000
654950
655000
655275
655500
656500
657000
657100
657500
658000
658588
659000
659500
659950
660000
660500
661000
661254
661500
662990
663000
664950
665000
665900
667000
667500
667781.25
668500
668750
669000
669500
669950
670000
670500
671000
672000
672500
673000
673476.82
674600
675000
677000
677099.57
678333.33
678500
679000
680000
681000
681500
681716
681965.78
682000
683500
684680
685000
686000
687000
687500
688000
689000
689800
689900
690000
690408.62
690500
691000
691500
692000
692500
693000
695000
695500
696000
697000
698000
699000
699850
699900
700000
702500
703000
705000
705380
706000
707000
710000
711000
711600
712000
712198
712500
713250
715000
716500
717000
718000
718500
719000
720000
720500
723000
723243.75
724800
725000
725126
725995
728050
729000
729032
730000
730001
730100
732000
732600
734200
734950
734990
735000
736000
736500
737000
737500
738000
738190.86
738500
739000
739888
739900
740000
741500
742000
742500
743000
743700
744000
744312.5
744500
745000
745641
746000
747500
749000
749400
749950
749995
750000
750500
751000
751750
752000
753888
754800
754950
755000
756000
757000
758000
759000
759950
760000
760005
760500
762000
762300
762400
762500
763101
764000
765000
766950
767450
769900
770000
771000
772000
772650
773000
775000
775950
776000
777000
780000
782000
782900
783500
784000
785000
785200
787000
788000
788600
789000
789500
789900
790000
791000
792000
792500
794154
795000
798000
798800
799000
799200
799950
800000
800866
802000
803100
804100
804995
805000
806000
808000
809000
809950
810000
812000
812650
813000
815000
818000
819000
819900
819995
820000
821000
822500
823000
824000
825000
825500
826000
827000
828950
830000
831000
831500
833000
835000
837219
837500
837700
838000
839000
839900
840000
840500
842500
845000
847000
849000
849900
850000
850830
851000
852500
852600
852880
854000
855000
857000
859000
860000
861990
862000
862500
863000
865000
866000
866059
868500
869000
870000
870300
874150
875000
876650
879000
879950
880000
881000
882566
883000
885000
886000
888550
890000
895000
898000
899000
899900
899950
900000
902000
905000
907500
910000
913000
913888
914500
915000
919204
920000
921000
925000
926300
927000
930000
935000
936000
937000
940000
941000
941500
945000
947500
949880
950000
950100
950833.33
952500
953007
955000
955500
957000
960000
963000
965000
966000
967500
968000
969990
970000
970500
971971
972000
975000
978000
979000
980000
982000
985000
988500
989000
994000
994500
995000
999000
1000000
1003000
1005000
1008000
1010000
1012000
1014250
1015000
1020000
1025000
1027000
1030000
1033888
1034500
1035000
1036200
1037000
1038000
1039000
1040000
1042031
1049000
1050000
1051000
1054690
1058000
1059500
1060000
1065000
1068000
1070000
1075000
1080000
1085000
1087500
1090000
1095000
1100000
1105000
1110000
1115000
1120000
1125000
1126000
1127000
1130000
1131000
1135000
1135250
1140000
1145000
1149000
1150000
1157200
1157400
1160000
1165000
1170000
1175000
1180000
1180500
1184000
1185000
1185001
1190000
1195000
1198000
1200000
1205000
1210000
1212500
1215000
1216000
1220000
1222500
1225000
1228000
1229000
1230000
1234582
1240000
1250000
1255000
1256500
1264000
1270000
1275000
1280000
1285000
1288333.33
1295648
1297000
1298000
1300000
1307000
1309500
1315000
1320000
1325000
1330000
1335000
1337044.2
1339000
1340000
1346400
1350000
1355000
1356925
1360000
1365000
1370000
1381000
1384000
1385000
1387800
1388000
1395000
1399950
1400000
1405000
1410000
1411600
1415000
1425000
1440000
1450000
1462497
1465000
1485000
1500000
1505000
1506000
1510000
1525000
1532500
1538000
1550000
1555000
1565000
1570000
1575000
1580000
1595000
1600000
1610000
1619999
1625000
1635000
1636000
1640000
1655000
1675000
1680000
1681000
1688000
1690000
1695000
1700000
1702500
1710000
1712500
1728000
1730000
1735000
1738000
1750000
1755000
1795000
1800000
1815000
1820000
1870000
1875000
1886700
1895000
1900000
1901000
1920000
1925000
1950000
1965221
1970000
1990000
2000000
2005000
2027000
2065000
2075000
2100000
2110000
2147500
2150000
2180000
2199900
2200000
2238888
2250000
2271150
2280000
2300000
2321000
2351956
2367000
2384000
2400000
2453500
2458000
2466350
2475000
2555000
2560498.33
2680000
2700000
2750000
2888000
3000000
3100000
3200000
3710000
3800000
4489000
4668000
7062500
12899000
26590000
