price
7800
80000
83000
83300
84350
87500
90000
100000
102500
107500
108333.33
110000
110700
115000
117833.33
119500
120000
120750
124740
127160
129000
132250
132500
134000
135000
135333.33
136500
137000
137124
139000
140000
141800
142500
145000
148000
148226
148612.5
149000
149500
150000
152000
153000
154950
155000
156000
156766.67
157500
160000
160797
161700
163785.71
165000
165050
167500
168000
168333.33
168500
170000
170500
171000
171224.8
171758.33
172500
173000
173666.67
174000
174500
174950
175000
176225
176400
177500
178650
180000
180785.71
182805
183000
185000
186000
186950
187000
187500
188000
189000
189650
190000
190368.75
191000
192000
192500
193000
194000
195000
196440
196500
197000
197500
198000
198995
199000
199500
199950
199990
200000
200500
201000
201500
202000
203000
203400
204700
204950
205000
205425
206000
206135
207000
209950
210000
210614.29
211000
212000
212500
212700
213000
213400
214100
214750
214950
215000
215500
216000
216500
217500
218000
219000
219500
219900
219950
220000
220083.33
220600
221000
222400
223000
224000
224500
225000
225279.43
225500
226500
226550
228000
228944.44
228950
229000
229500
229629.5
229800
229950
230000
231000
232000
232333.33
232500
232603
233000
233166.67
233500
234000
234950
234975
234999
235000
235500
235750
235867
236000
237000
237227.86
237333.33
237481.25
237950
238000
238750
239000
239900
239950
240000
240015.33
240500
241000
242000
242500
243000
243069.23
243800
244000
244615
245000
245100
245700
246000
246500
246950
247000
247200
247875
248000
248400
248500
249000
249500
249900
249950
250000
250250
250275
250500
250600
251000
251200
251555.56
251750
252000
252350
252500
252700
252750
252980
253000
253400
253500
253779
254000
254500
254600
255000
255950
256000
256500
256750
256883
257000
257200
257500
257950
258000
258125
259000
259500
259585.57
259950
260000
261000
261350
262000
262500
263000
263400
263900
264000
264270
264500
264950
265000
265050
265950
266000
266066.67
266200
266500
267000
267345
267500
267800
268000
268500
268971.88
269000
269187.5
269500
269900
269950
270000
271310
272000
272500
274333.33
274500
274750
274900
274950
275000
275250
275500
276000
276900
277000
278500
278900
279000
279900
279950
280000
280500
280927
280950
282000
282508.89
282613
282766.67
283000
283200
284000
284950
285000
285500
286000
286800
287000
287200
287500
287600
287919.78
288000
288350
288400
288500
288790
289000
289373.31
289659
289950
289987.5
290000
290256
290300
290900
291000
291500
292000
292050
292285.71
292600
293000
294000
294700
294999
295000
295832
295950
296475
296500
297000
297500
297857.14
297950
298000
298450
299000
299800
299880
299900
299950
299995
300000
301500
302000
303210
303500
304000
304700
304900
305000
305100
305495
306000
306500
306888
307000
307550
308000
308166.67
308500
308830.77
308900
308950
309000
309212
309487.5
309620
309780
309950
310000
311000
311100
312000
312500
312891
312900
313000
313950
314000
314500
314900
314950
315000
315275
315368.7
316000
316500
316850
317000
317061.88
318000
318989
319000
319950
320000
321000
321500
321950
322000
322200
322500
323000
323833.33
324000
324500
324900
324950
325000
325187.5
325900
326000
326100
326428.57
326500
326983.33
327000
327500
328000
328211.9
328423
328500
328950
329000
329333.33
329350
329445
329900
329932
329950
329995
330000
330675
331366.67
331950
332000
332500
332888
333000
333490
334000
334500
334888
334990
335000
335500
335950
336000
336500
336750
336900
337000
337500
337945.75
339000
339900
339950
339990
340000
341000
341166.67
341750
342000
342246.43
342400
342500
343000
343500
343566
344000
344500
344950
345000
345100
345600
345950
346000
346150
346500
346750
347000
347500
348500
348580
349000
349500
349810
349900
349950
350000
351250
351999
352000
352450
352500
352750
353000
353250
353500
354000
354950
355000
355300
355500
356000
357186
357250
357500
357562
358000
359000
359500
359800
359900
359950
360000
360500
361000
361280
362000
362300
362500
362750
363000
363750
363990
364000
364900
364950
365000
365500
366000
366500
366750
367000
367300
367500
368000
368112.5
368250
369000
369500
369950
369990
370000
371000
371025
371500
372000
372220
372500
372977
373000
373500
374000
374500
374950
375000
375500
375900
376000
377500
377691
378000
378500
378750
379000
379500
379509.17
379880
379900
379950
380000
380680.56
381000
381500
382000
382500
383000
383962
384000
384400
384900
384950
385000
385200
385500
386000
386380
386591
387000
387500
387884.62
388000
389000
389250
389800
389950
389999
390000
391000
391400
391500
392000
392500
394000
394475
394500
394950
395000
395300
396166.67
396450
396500
396675
397000
397500
397990
398000
398750
399000
399500
399888
399895
399900
399950
400000
401000
402000
402101
402500
403000
403500
403950
404000
404950
405000
405100
405125
405500
406000
406062.5
406100
406500
407000
407193
407500
408000
408200
408900
409124
409316
409500
409900
409950
410000
411000
411605
411715
412000
412500
413000
413450
413500
413800
414000
415000
415500
416000
416286
416904.17
417000
417250
417500
417838
417985.71
418000
418500
418800
419000
419190
420000
420642.86
420850
421000
423000
423050.93
424000
424500
425000
426000
426090
426500
427000
427500
427550
427874
428000
429000
429900
429950
430000
430277.78
431000
431500
432000
432500
433000
433111.11
433500
435000
435500
436000
436110
436500
437000
437500
438000
438750
439000
439333.33
439500
439800
439900
439950
439990
440000
440150
440500
440825
441000
441750
442000
442500
442900
443000
443500
444845
445000
445700
445800
445838
446000
447000
448000
449000
449250
449500
449950
449990
450000
450385.71
450800
451000
451555
452000
452500
453000
453246
453500
454000
454790
455000
455500
455600
456000
457000
457500
458000
458400
458500
458663.89
459000
459500
459900
459950
459990
460000
460886.92
461000
462000
463000
464000
464500
464600
464900
465000
